PedidoID,Data,Categoria,Produto,Quantidade,PrecoUnitario,Receita
1972,2025-04-13,Moda,Calça Jeans,3,119.25,357.75
1743,2025-04-13,Eletrônicos,Smartwatch,1,239.1,239.1
2154,2025-04-14,Eletrônicos,Carregador,1,240.15,240.15
2058,2025-04-14,Eletrônicos,Caixa de Som,2,67.4,134.8
1851,2025-04-14,Beleza,Batom,2,457.51,915.02
1973,2025-04-14,Moda,Jaqueta,2,393.89,787.78
1180,2025-04-15,Casa e Decoração,Luminária,3,230.3,690.9
1477,2025-04-15,Casa e Decoração,Almofada,4,426.62,1706.48
1385,2025-04-15,Casa e Decoração,Luminária,3,433.51,1300.53
2353,2025-04-15,Moda,Jaqueta,2,279.02,558.04
2361,2025-04-15,Beleza,Perfume,3,219.94,659.82
1624,2025-04-15,Moda,Jaqueta,4,301.49,1205.96
1276,2025-04-15,Casa e Decoração,Luminária,2,386.8,773.6
1714,2025-04-16,Moda,Jaqueta,1,247.31,247.31
1582,2025-04-16,Moda,Camiseta,5,188.39,941.95
2349,2025-04-17,Eletrônicos,Carregador,1,267.07,267.07
2102,2025-04-18,Beleza,Creme Facial,2,282.28,564.56
1068,2025-04-18,Casa e Decoração,Luminária,3,262.6,787.8
1539,2025-04-18,Esporte,Garrafa Térmica,1,413.1,413.1
1985,2025-04-18,Esporte,Garrafa Térmica,3,430.08,1290.24
1775,2025-04-18,Moda,Calça Jeans,4,396.9,1587.6
1120,2025-04-19,Esporte,Garrafa Térmica,3,385.39,1156.17
2307,2025-04-20,Eletrônicos,Smartwatch,3,50.35,151.05
1423,2025-04-20,Moda,Jaqueta,5,354.16,1770.8
1362,2025-04-20,Beleza,Shampoo,4,116.09,464.36
1041,2025-04-20,Beleza,Creme Facial,5,296.58,1482.9
2039,2025-04-22,Eletrônicos,Smartwatch,4,175.77,703.08
1609,2025-04-22,Eletrônicos,Fone de Ouvido,2,381.17,762.34
2328,2025-04-23,Eletrônicos,Caixa de Som,5,252.52,1262.6
2334,2025-04-23,Casa e Decoração,Luminária,5,454.68,2273.4
1666,2025-04-24,Moda,Calça Jeans,4,198.68,794.72
1080,2025-04-24,Moda,Tênis,3,166.49,499.47
1322,2025-04-24,Esporte,Garrafa Térmica,1,219.15,219.15
2076,2025-04-24,Moda,Jaqueta,1,390.33,390.33
1895,2025-04-24,Esporte,Garrafa Térmica,3,84.47,253.41
2133,2025-04-24,Moda,Calça Jeans,1,105.0,105.0
1445,2025-04-24,Moda,Calça Jeans,4,93.53,374.12
1766,2025-04-24,Casa e Decoração,Luminária,3,221.83,665.49
1913,2025-04-25,Beleza,Batom,3,412.27,1236.81
1262,2025-04-25,Eletrônicos,Carregador,5,196.43,982.15
1166,2025-04-26,Moda,Jaqueta,2,54.28,108.56
1602,2025-04-26,Beleza,Batom,1,23.87,23.87
1254,2025-04-27,Esporte,Garrafa Térmica,4,211.39,845.56
2001,2025-04-27,Casa e Decoração,Vaso,3,361.01,1083.03
1081,2025-04-27,Moda,Camiseta,2,211.26,422.52
1279,2025-04-28,Beleza,Shampoo,1,210.59,210.59
1604,2025-04-28,Esporte,Tênis de Corrida,1,69.54,69.54
1463,2025-04-28,Moda,Tênis,3,94.46,283.38
1215,2025-04-28,Beleza,Shampoo,2,325.58,651.16
2364,2025-04-29,Beleza,Shampoo,4,297.78,1191.12
1514,2025-04-29,Eletrônicos,Carregador,5,389.12,1945.6
2128,2025-04-29,Beleza,Creme Facial,2,349.94,699.88
1012,2025-04-30,Eletrônicos,Caixa de Som,3,237.64,712.92
2098,2025-04-30,Moda,Jaqueta,2,383.71,767.42
1226,2025-04-30,Esporte,Tênis de Corrida,5,444.43,2222.15
2317,2025-05-01,Moda,Camiseta,5,488.86,2444.3
1234,2025-05-01,Casa e Decoração,Almofada,3,281.34,844.02
1056,2025-05-01,Esporte,Tênis de Corrida,5,138.18,690.9
1097,2025-05-01,Casa e Decoração,Luminária,2,90.73,181.46
1649,2025-05-02,Esporte,Luvas,1,486.83,486.83
1243,2025-05-02,Beleza,Shampoo,1,103.64,103.64
2239,2025-05-02,Beleza,Shampoo,4,464.75,1859.0
2491,2025-05-02,Beleza,Perfume,3,178.06,534.18
1329,2025-05-02,Casa e Decoração,Almofada,1,134.45,134.45
2156,2025-05-02,Moda,Tênis,4,216.87,867.48
1077,2025-05-02,Moda,Calça Jeans,4,31.9,127.6
2258,2025-05-02,Esporte,Bola,2,297.32,594.64
2482,2025-05-03,Eletrônicos,Smartwatch,2,33.3,66.6
1905,2025-05-03,Beleza,Creme Facial,5,87.38,436.9
1615,2025-05-03,Esporte,Luvas,1,135.72,135.72
1192,2025-05-03,Beleza,Batom,2,430.89,861.78
1626,2025-05-03,Eletrônicos,Smartwatch,1,463.82,463.82
2479,2025-05-04,Moda,Jaqueta,4,216.92,867.68
1681,2025-05-04,Casa e Decoração,Almofada,2,296.33,592.66
1512,2025-05-04,Beleza,Batom,5,179.23,896.15
1759,2025-05-04,Eletrônicos,Caixa de Som,3,346.76,1040.28
1393,2025-05-04,Moda,Jaqueta,1,44.26,44.26
1333,2025-05-04,Beleza,Batom,2,338.9,677.8
2267,2025-05-04,Beleza,Creme Facial,5,181.96,909.8
1142,2025-05-04,Esporte,Luvas,4,400.61,1602.44
1965,2025-05-05,Casa e Decoração,Tapete,4,450.33,1801.32
1411,2025-05-05,Eletrônicos,Fone de Ouvido,2,29.09,58.18
1536,2025-05-05,Casa e Decoração,Tapete,3,411.92,1235.76
1042,2025-05-05,Esporte,Luvas,2,65.28,130.56
2338,2025-05-07,Moda,Jaqueta,4,298.14,1192.56
2135,2025-05-07,Esporte,Luvas,1,311.81,311.81
1037,2025-05-07,Moda,Camiseta,3,30.1,90.3
1440,2025-05-08,Eletrônicos,Carregador,4,133.05,532.2
1815,2025-05-08,Esporte,Garrafa Térmica,4,91.35,365.4
1874,2025-05-09,Beleza,Perfume,5,414.38,2071.9
2322,2025-05-09,Casa e Decoração,Tapete,1,70.12,70.12
2271,2025-05-09,Moda,Camiseta,1,317.31,317.31
1069,2025-05-09,Eletrônicos,Fone de Ouvido,4,418.09,1672.36
1502,2025-05-10,Casa e Decoração,Vaso,4,57.93,231.72
2275,2025-05-10,Casa e Decoração,Tapete,1,326.61,326.61
1155,2025-05-10,Esporte,Tênis de Corrida,1,212.34,212.34
1177,2025-05-10,Casa e Decoração,Almofada,4,435.16,1740.64
2420,2025-05-10,Eletrônicos,Fone de Ouvido,3,340.44,1021.32
2175,2025-05-11,Eletrônicos,Carregador,3,263.21,789.63
1788,2025-05-11,Beleza,Perfume,5,497.45,2487.25
2494,2025-05-11,Beleza,Perfume,4,276.07,1104.28
1288,2025-05-12,Moda,Calça Jeans,5,93.38,466.9
1875,2025-05-13,Esporte,Luvas,4,322.5,1290.0
2169,2025-05-13,Beleza,Shampoo,2,314.86,629.72
1139,2025-05-13,Casa e Decoração,Vaso,5,356.57,1782.85
1748,2025-05-13,Eletrônicos,Carregador,1,205.55,205.55
2103,2025-05-13,Beleza,Batom,5,370.36,1851.8
1084,2025-05-14,Moda,Jaqueta,1,72.03,72.03
2449,2025-05-14,Beleza,Shampoo,5,282.38,1411.9
1812,2025-05-14,Casa e Decoração,Almofada,5,388.41,1942.05
1718,2025-05-15,Esporte,Luvas,3,128.6,385.8
1620,2025-05-15,Moda,Camiseta,1,475.37,475.37
1071,2025-05-15,Moda,Tênis,5,358.72,1793.6
1165,2025-05-16,Beleza,Creme Facial,4,75.09,300.36
1198,2025-05-16,Casa e Decoração,Tapete,1,428.85,428.85
1855,2025-05-16,Moda,Calça Jeans,5,426.09,2130.45
1161,2025-05-16,Eletrônicos,Smartwatch,2,103.43,206.86
1699,2025-05-16,Moda,Calça Jeans,1,188.23,188.23
1014,2025-05-17,Eletrônicos,Smartwatch,5,369.98,1849.9
2355,2025-05-17,Beleza,Batom,3,46.14,138.42
2284,2025-05-17,Moda,Jaqueta,4,295.83,1183.32
1441,2025-05-17,Casa e Decoração,Vaso,5,366.98,1834.9
1631,2025-05-18,Eletrônicos,Fone de Ouvido,3,407.41,1222.23
1528,2025-05-18,Esporte,Bola,1,100.26,100.26
1719,2025-05-18,Beleza,Perfume,2,381.07,762.14
1522,2025-05-19,Eletrônicos,Smartwatch,1,109.95,109.95
1146,2025-05-19,Casa e Decoração,Vaso,2,77.91,155.82
1632,2025-05-20,Beleza,Perfume,3,361.92,1085.76
2392,2025-05-20,Esporte,Bola,5,241.82,1209.1
2197,2025-05-20,Moda,Calça Jeans,3,74.94,224.82
1598,2025-05-21,Eletrônicos,Carregador,3,59.56,178.68
1499,2025-05-21,Beleza,Shampoo,1,261.06,261.06
1911,2025-05-21,Casa e Decoração,Luminária,4,333.76,1335.04
2308,2025-05-21,Moda,Tênis,2,354.22,708.44
2360,2025-05-22,Eletrônicos,Smartwatch,4,92.24,368.96
1586,2025-05-22,Moda,Calça Jeans,2,90.2,180.4
1758,2025-05-22,Casa e Decoração,Vaso,2,91.97,183.94
1107,2025-05-22,Beleza,Batom,2,151.81,303.62
2276,2025-05-22,Esporte,Garrafa Térmica,3,97.74,293.22
1960,2025-05-22,Moda,Calça Jeans,4,466.26,1865.04
1149,2025-05-22,Beleza,Shampoo,1,419.66,419.66
2196,2025-05-22,Beleza,Shampoo,4,342.14,1368.56
1529,2025-05-22,Esporte,Garrafa Térmica,4,395.68,1582.72
1140,2025-05-22,Beleza,Perfume,5,475.07,2375.35
2158,2025-05-23,Beleza,Creme Facial,1,108.72,108.72
1417,2025-05-23,Beleza,Shampoo,2,471.91,943.82
2423,2025-05-23,Beleza,Shampoo,3,97.07,291.21
1263,2025-05-23,Beleza,Creme Facial,4,425.67,1702.68
1082,2025-05-23,Eletrônicos,Carregador,3,327.91,983.73
2382,2025-05-23,Moda,Camiseta,1,278.44,278.44
2441,2025-05-23,Beleza,Shampoo,4,190.93,763.72
1819,2025-05-23,Eletrônicos,Smartwatch,5,328.79,1643.95
1986,2025-05-24,Esporte,Bola,5,82.95,414.75
1679,2025-05-24,Eletrônicos,Caixa de Som,5,191.57,957.85
1583,2025-05-24,Beleza,Creme Facial,3,489.92,1469.76
2253,2025-05-24,Casa e Decoração,Vaso,1,375.89,375.89
2243,2025-05-24,Esporte,Tênis de Corrida,5,447.16,2235.8
1233,2025-05-24,Eletrônicos,Carregador,2,232.82,465.64
2409,2025-05-25,Casa e Decoração,Tapete,4,183.35,733.4
1300,2025-05-25,Esporte,Luvas,3,345.87,1037.61
1642,2025-05-25,Casa e Decoração,Vaso,1,285.48,285.48
1867,2025-05-25,Eletrônicos,Carregador,5,405.35,2026.75
1320,2025-05-26,Eletrônicos,Smartwatch,3,235.67,707.01
2433,2025-05-26,Esporte,Garrafa Térmica,4,128.42,513.68
2200,2025-05-26,Beleza,Creme Facial,2,54.2,108.4
2162,2025-05-26,Beleza,Creme Facial,4,379.68,1518.72
1096,2025-05-26,Beleza,Shampoo,1,412.84,412.84
2009,2025-05-26,Esporte,Bola,2,272.84,545.68
2388,2025-05-28,Moda,Tênis,4,86.99,347.96
1432,2025-05-29,Eletrônicos,Fone de Ouvido,3,292.62,877.86
2377,2025-05-29,Beleza,Creme Facial,5,369.7,1848.5
1277,2025-05-29,Casa e Decoração,Almofada,1,258.74,258.74
1841,2025-05-29,Casa e Decoração,Luminária,2,261.87,523.74
2394,2025-05-29,Beleza,Batom,1,414.94,414.94
1584,2025-05-30,Casa e Decoração,Vaso,5,493.03,2465.15
1185,2025-05-30,Beleza,Shampoo,4,420.67,1682.68
2248,2025-05-31,Casa e Decoração,Luminária,1,353.62,353.62
2343,2025-06-01,Moda,Camiseta,1,250.3,250.3
1437,2025-06-01,Beleza,Creme Facial,2,313.26,626.52
2348,2025-06-01,Esporte,Garrafa Térmica,5,280.37,1401.85
1150,2025-06-01,Moda,Jaqueta,2,165.09,330.18
1782,2025-06-02,Casa e Decoração,Tapete,5,306.26,1531.3
2038,2025-06-02,Moda,Jaqueta,1,434.56,434.56
1189,2025-06-02,Beleza,Batom,2,234.34,468.68
1418,2025-06-02,Casa e Decoração,Luminária,4,172.18,688.72
1210,2025-06-03,Esporte,Garrafa Térmica,4,425.75,1703.0
1405,2025-06-03,Beleza,Shampoo,5,417.58,2087.9
1090,2025-06-03,Beleza,Shampoo,4,176.57,706.28
2292,2025-06-03,Esporte,Tênis de Corrida,3,253.52,760.56
2397,2025-06-03,Esporte,Tênis de Corrida,3,220.24,660.72
1691,2025-06-04,Casa e Decoração,Luminária,2,371.53,743.06
1858,2025-06-04,Esporte,Garrafa Térmica,1,396.34,396.34
2115,2025-06-04,Moda,Jaqueta,1,320.38,320.38
2187,2025-06-04,Moda,Jaqueta,2,73.87,147.74
1879,2025-06-04,Beleza,Perfume,3,387.33,1161.99
2395,2025-06-04,Beleza,Shampoo,4,288.45,1153.8
1644,2025-06-05,Beleza,Creme Facial,4,196.77,787.08
2141,2025-06-05,Casa e Decoração,Tapete,2,222.78,445.56
1144,2025-06-06,Beleza,Shampoo,4,285.67,1142.68
2344,2025-06-06,Moda,Tênis,5,378.7,1893.5
1897,2025-06-06,Esporte,Tênis de Corrida,2,329.86,659.72
1566,2025-06-06,Eletrônicos,Smartwatch,3,352.85,1058.55
1753,2025-06-06,Casa e Decoração,Tapete,4,428.76,1715.04
2185,2025-06-07,Casa e Decoração,Almofada,3,218.66,655.98
2302,2025-06-07,Eletrônicos,Caixa de Som,5,101.93,509.65
1266,2025-06-08,Casa e Decoração,Vaso,1,107.07,107.07
2483,2025-06-08,Esporte,Luvas,5,495.82,2479.1
2499,2025-06-08,Casa e Decoração,Almofada,5,436.14,2180.7
2413,2025-06-09,Casa e Decoração,Luminária,4,447.07,1788.28
2195,2025-06-09,Moda,Jaqueta,2,112.42,224.84
2036,2025-06-09,Casa e Decoração,Luminária,1,377.47,377.47
2453,2025-06-09,Esporte,Luvas,1,293.05,293.05
1059,2025-06-10,Moda,Jaqueta,4,82.82,331.28
2474,2025-06-10,Moda,Tênis,4,140.61,562.44
1412,2025-06-10,Esporte,Bola,4,351.44,1405.76
1415,2025-06-10,Moda,Tênis,5,184.32,921.6
1281,2025-06-10,Beleza,Batom,5,214.12,1070.6
1510,2025-06-11,Eletrônicos,Smartwatch,5,89.21,446.05
1894,2025-06-11,Esporte,Bola,1,170.34,170.34
2045,2025-06-12,Beleza,Shampoo,4,371.93,1487.72
1683,2025-06-12,Casa e Decoração,Almofada,3,474.83,1424.49
2371,2025-06-12,Beleza,Creme Facial,4,145.0,580.0
1859,2025-06-12,Beleza,Creme Facial,2,269.89,539.78
1486,2025-06-13,Moda,Jaqueta,3,218.69,656.07
1404,2025-06-13,Moda,Tênis,5,374.87,1874.35
2125,2025-06-13,Esporte,Luvas,3,232.64,697.92
1698,2025-06-13,Moda,Camiseta,3,234.38,703.14
1386,2025-06-13,Casa e Decoração,Tapete,2,385.12,770.24
2026,2025-06-14,Eletrônicos,Smartwatch,1,485.46,485.46
1587,2025-06-14,Moda,Tênis,4,88.24,352.96
1250,2025-06-14,Beleza,Creme Facial,1,80.57,80.57
1866,2025-06-14,Esporte,Tênis de Corrida,4,143.16,572.64
1857,2025-06-15,Beleza,Perfume,5,424.71,2123.55
2176,2025-06-15,Eletrônicos,Fone de Ouvido,3,183.85,551.55
1375,2025-06-15,Moda,Jaqueta,5,449.56,2247.8
1138,2025-06-16,Moda,Tênis,2,190.32,380.64
1525,2025-06-16,Esporte,Tênis de Corrida,3,218.63,655.89
1270,2025-06-16,Beleza,Perfume,1,94.68,94.68
1561,2025-06-16,Moda,Tênis,1,145.93,145.93
2011,2025-06-16,Esporte,Luvas,5,468.73,2343.65
1283,2025-06-16,Moda,Tênis,3,62.3,186.9
1729,2025-06-16,Casa e Decoração,Tapete,1,397.54,397.54
2087,2025-06-17,Beleza,Creme Facial,2,44.25,88.5
1661,2025-06-17,Moda,Camiseta,2,484.83,969.66
1350,2025-06-17,Casa e Decoração,Vaso,4,309.26,1237.04
1489,2025-06-18,Moda,Tênis,5,420.01,2100.05
1175,2025-06-18,Esporte,Luvas,3,338.04,1014.12
1918,2025-06-19,Eletrônicos,Caixa de Som,4,249.93,999.72
2182,2025-06-19,Casa e Decoração,Almofada,2,154.62,309.24
1345,2025-06-19,Casa e Decoração,Almofada,3,229.74,689.22
1862,2025-06-19,Casa e Decoração,Vaso,2,476.15,952.3
1873,2025-06-19,Eletrônicos,Fone de Ouvido,1,46.05,46.05
1111,2025-06-19,Beleza,Batom,4,49.89,199.56
1709,2025-06-19,Moda,Calça Jeans,4,354.65,1418.6
1767,2025-06-19,Casa e Decoração,Vaso,5,161.14,805.7
1896,2025-06-19,Esporte,Luvas,4,192.2,768.8
1687,2025-06-19,Beleza,Creme Facial,2,183.56,367.12
1040,2025-06-19,Eletrônicos,Smartwatch,3,341.11,1023.33
1735,2025-06-19,Moda,Camiseta,4,462.0,1848.0
1426,2025-06-19,Esporte,Tênis de Corrida,2,22.49,44.98
1669,2025-06-19,Eletrônicos,Fone de Ouvido,4,44.31,177.24
1481,2025-06-20,Casa e Decoração,Almofada,2,469.84,939.68
1078,2025-06-20,Esporte,Bola,3,96.41,289.23
2084,2025-06-21,Casa e Decoração,Tapete,4,466.52,1866.08
1007,2025-06-22,Eletrônicos,Fone de Ouvido,4,66.42,265.68
1783,2025-06-22,Esporte,Bola,3,498.15,1494.45
2178,2025-06-23,Esporte,Luvas,1,329.91,329.91
1947,2025-06-23,Beleza,Perfume,2,206.77,413.54
2290,2025-06-24,Eletrônicos,Caixa de Som,3,330.94,992.82
1309,2025-06-24,Esporte,Bola,2,499.99,999.98
2246,2025-06-25,Beleza,Perfume,4,237.94,951.76
1805,2025-06-25,Moda,Camiseta,4,212.12,848.48
1298,2025-06-25,Eletrônicos,Smartwatch,1,138.92,138.92
1838,2025-06-25,Casa e Decoração,Tapete,2,86.33,172.66
1927,2025-06-25,Esporte,Tênis de Corrida,2,201.54,403.08
1603,2025-06-25,Eletrônicos,Caixa de Som,2,249.3,498.6
2217,2025-06-25,Beleza,Creme Facial,2,338.05,676.1
1914,2025-06-26,Esporte,Luvas,5,23.17,115.85
1886,2025-06-26,Moda,Tênis,5,88.38,441.9
2386,2025-06-26,Casa e Decoração,Vaso,4,439.66,1758.64
1008,2025-06-26,Beleza,Shampoo,1,370.27,370.27
1145,2025-06-26,Esporte,Garrafa Térmica,3,357.37,1072.11
2259,2025-06-26,Eletrônicos,Carregador,1,45.21,45.21
1780,2025-06-26,Casa e Decoração,Luminária,1,204.1,204.1
1419,2025-06-28,Beleza,Shampoo,3,78.5,235.5
1460,2025-06-28,Eletrônicos,Smartwatch,5,208.67,1043.35
2458,2025-06-28,Beleza,Perfume,3,202.68,608.04
2049,2025-06-28,Casa e Decoração,Tapete,3,436.48,1309.44
1063,2025-06-28,Eletrônicos,Smartwatch,3,156.79,470.37
1287,2025-06-28,Casa e Decoração,Luminária,2,69.35,138.7
1702,2025-06-29,Beleza,Batom,1,417.83,417.83
1352,2025-06-30,Beleza,Batom,3,326.95,980.85
1968,2025-06-30,Beleza,Perfume,3,139.16,417.48
1492,2025-06-30,Moda,Calça Jeans,5,254.39,1271.95
1293,2025-06-30,Beleza,Perfume,3,241.64,724.92
1261,2025-06-30,Eletrônicos,Smartwatch,2,335.23,670.46
1076,2025-07-01,Beleza,Batom,5,379.75,1898.75
1416,2025-07-01,Casa e Decoração,Tapete,2,479.52,959.04
1524,2025-07-01,Beleza,Perfume,5,307.06,1535.3
1337,2025-07-02,Eletrônicos,Carregador,2,371.81,743.62
2404,2025-07-02,Eletrônicos,Carregador,3,274.21,822.63
2078,2025-07-02,Moda,Calça Jeans,3,196.2,588.6
1796,2025-07-03,Esporte,Garrafa Térmica,2,38.91,77.82
2129,2025-07-03,Eletrônicos,Caixa de Som,2,261.12,522.24
2228,2025-07-03,Eletrônicos,Carregador,1,132.92,132.92
1810,2025-07-03,Beleza,Perfume,2,251.88,503.76
1571,2025-07-03,Eletrônicos,Caixa de Som,2,113.66,227.32
2288,2025-07-03,Casa e Decoração,Vaso,4,46.49,185.96
1744,2025-07-04,Moda,Jaqueta,3,415.28,1245.84
2163,2025-07-04,Eletrônicos,Fone de Ouvido,3,174.95,524.85
1802,2025-07-04,Casa e Decoração,Tapete,1,65.6,65.6
1994,2025-07-04,Beleza,Shampoo,3,29.52,88.56
1530,2025-07-04,Casa e Decoração,Luminária,4,305.03,1220.12
2232,2025-07-04,Esporte,Bola,3,498.78,1496.34
1909,2025-07-04,Esporte,Luvas,4,443.14,1772.56
1031,2025-07-05,Casa e Decoração,Luminária,1,135.62,135.62
1917,2025-07-05,Beleza,Perfume,2,219.01,438.02
1133,2025-07-05,Esporte,Bola,4,104.55,418.2
2003,2025-07-05,Beleza,Batom,4,100.31,401.24
1825,2025-07-06,Eletrônicos,Smartwatch,4,179.35,717.4
1013,2025-07-06,Moda,Jaqueta,3,120.56,361.68
1218,2025-07-06,Moda,Camiseta,3,176.83,530.49
1637,2025-07-06,Esporte,Bola,2,466.96,933.92
1314,2025-07-06,Moda,Tênis,5,156.77,783.85
1220,2025-07-07,Beleza,Shampoo,2,143.35,286.7
1912,2025-07-07,Beleza,Perfume,5,140.76,703.8
1359,2025-07-07,Esporte,Garrafa Térmica,3,139.81,419.43
2497,2025-07-08,Casa e Decoração,Almofada,5,36.71,183.55
1126,2025-07-08,Moda,Camiseta,2,483.07,966.14
1605,2025-07-08,Casa e Decoração,Luminária,4,391.26,1565.04
1407,2025-07-08,Casa e Decoração,Almofada,4,300.18,1200.72
1908,2025-07-09,Moda,Camiseta,2,268.58,537.16
1717,2025-07-09,Esporte,Garrafa Térmica,2,233.97,467.94
1950,2025-07-09,Eletrônicos,Fone de Ouvido,4,466.73,1866.92
2356,2025-07-10,Casa e Decoração,Tapete,4,260.7,1042.8
1258,2025-07-10,Moda,Camiseta,5,479.18,2395.9
2368,2025-07-10,Casa e Decoração,Almofada,2,189.5,379.0
1736,2025-07-10,Eletrônicos,Carregador,3,169.26,507.78
1358,2025-07-10,Esporte,Tênis de Corrida,5,86.09,430.45
1256,2025-07-11,Moda,Tênis,1,63.79,63.79
1778,2025-07-11,Eletrônicos,Carregador,5,111.48,557.4
1204,2025-07-11,Esporte,Bola,2,274.96,549.92
1517,2025-07-12,Esporte,Bola,5,337.12,1685.6
1128,2025-07-12,Esporte,Bola,1,304.21,304.21
1648,2025-07-12,Casa e Decoração,Almofada,2,274.31,548.62
2451,2025-07-12,Esporte,Luvas,1,35.77,35.77
2073,2025-07-12,Beleza,Shampoo,3,481.59,1444.77
1191,2025-07-13,Esporte,Garrafa Térmica,2,490.77,981.54
1459,2025-07-13,Esporte,Tênis de Corrida,5,83.84,419.2
2136,2025-07-14,Casa e Decoração,Tapete,5,470.79,2353.95
2429,2025-07-14,Esporte,Bola,5,129.23,646.15
2164,2025-07-14,Eletrônicos,Caixa de Som,5,51.16,255.8
2221,2025-07-14,Casa e Decoração,Tapete,1,63.46,63.46
1121,2025-07-14,Casa e Decoração,Tapete,3,420.76,1262.28
1092,2025-07-14,Moda,Jaqueta,4,283.01,1132.04
1998,2025-07-15,Beleza,Shampoo,4,323.22,1292.88
2446,2025-07-15,Beleza,Shampoo,2,165.32,330.64
1206,2025-07-15,Beleza,Creme Facial,4,458.16,1832.64
1194,2025-07-15,Esporte,Bola,4,483.12,1932.48
1572,2025-07-16,Beleza,Batom,4,348.65,1394.6
1568,2025-07-16,Esporte,Bola,4,325.04,1300.16
1024,2025-07-17,Esporte,Luvas,5,140.68,703.4
1398,2025-07-17,Beleza,Batom,5,154.27,771.35
2330,2025-07-18,Casa e Decoração,Luminária,4,365.51,1462.04
2116,2025-07-18,Eletrônicos,Carregador,2,92.82,185.64
1722,2025-07-18,Beleza,Batom,5,349.79,1748.95
1682,2025-07-18,Casa e Decoração,Luminária,2,133.54,267.08
2465,2025-07-19,Casa e Decoração,Almofada,4,68.03,272.12
1563,2025-07-20,Beleza,Perfume,3,188.95,566.85
2359,2025-07-20,Moda,Jaqueta,1,72.5,72.5
1400,2025-07-21,Casa e Decoração,Vaso,5,470.7,2353.5
2089,2025-07-21,Moda,Calça Jeans,3,59.62,178.86
1831,2025-07-21,Moda,Tênis,2,364.06,728.12
1537,2025-07-21,Casa e Decoração,Almofada,5,115.9,579.5
1653,2025-07-21,Eletrônicos,Fone de Ouvido,4,337.97,1351.88
1655,2025-07-21,Casa e Decoração,Vaso,4,150.54,602.16
1885,2025-07-21,Beleza,Perfume,3,120.83,362.49
2117,2025-07-21,Moda,Camiseta,4,269.94,1079.76
2088,2025-07-21,Esporte,Tênis de Corrida,2,227.33,454.66
1323,2025-07-22,Beleza,Shampoo,2,205.36,410.72
1662,2025-07-22,Beleza,Perfume,3,144.88,434.64
1019,2025-07-22,Esporte,Bola,3,87.02,261.06
1724,2025-07-22,Eletrônicos,Smartwatch,1,475.64,475.64
1532,2025-07-22,Casa e Decoração,Tapete,3,231.31,693.93
1535,2025-07-23,Casa e Decoração,Vaso,4,484.53,1938.12
1483,2025-07-23,Moda,Jaqueta,3,202.72,608.16
2007,2025-07-23,Beleza,Perfume,1,145.98,145.98
1621,2025-07-23,Beleza,Shampoo,5,388.21,1941.05
1346,2025-07-24,Esporte,Luvas,3,487.39,1462.17
1083,2025-07-24,Beleza,Shampoo,1,75.36,75.36
1439,2025-07-25,Eletrônicos,Smartwatch,2,249.18,498.36
1467,2025-07-25,Esporte,Bola,5,124.29,621.45
1176,2025-07-25,Beleza,Perfume,4,62.27,249.08
1951,2025-07-25,Beleza,Shampoo,5,47.58,237.9
1396,2025-07-26,Casa e Decoração,Almofada,4,44.56,178.24
1820,2025-07-26,Moda,Camiseta,4,233.21,932.84
2440,2025-07-26,Eletrônicos,Smartwatch,4,368.1,1472.4
1785,2025-07-26,Eletrônicos,Smartwatch,2,369.04,738.08
1734,2025-07-26,Moda,Tênis,1,209.98,209.98
1761,2025-07-27,Esporte,Tênis de Corrida,5,359.87,1799.35
2346,2025-07-27,Moda,Jaqueta,4,357.87,1431.48
2230,2025-07-27,Esporte,Luvas,5,121.38,606.9
1557,2025-07-27,Moda,Calça Jeans,4,209.88,839.52
2220,2025-07-27,Eletrônicos,Fone de Ouvido,5,390.24,1951.2
1957,2025-07-27,Beleza,Creme Facial,5,27.38,136.9
1503,2025-07-27,Esporte,Bola,2,163.99,327.98
1740,2025-07-28,Esporte,Garrafa Térmica,1,267.33,267.33
2488,2025-07-28,Casa e Decoração,Almofada,4,472.72,1890.88
2434,2025-07-28,Casa e Decoração,Tapete,2,431.25,862.5
1197,2025-07-29,Moda,Camiseta,4,395.13,1580.52
1540,2025-07-29,Esporte,Bola,3,136.17,408.51
1646,2025-07-29,Eletrônicos,Smartwatch,5,186.28,931.4
2056,2025-07-29,Casa e Decoração,Almofada,1,271.14,271.14
1174,2025-07-29,Casa e Decoração,Vaso,1,431.71,431.71
1925,2025-07-30,Beleza,Creme Facial,5,413.82,2069.1
1413,2025-07-30,Beleza,Batom,1,358.77,358.77
1193,2025-07-30,Eletrônicos,Carregador,4,358.51,1434.04
2166,2025-07-31,Beleza,Creme Facial,2,313.79,627.58
1721,2025-07-31,Beleza,Creme Facial,5,49.27,246.35
2173,2025-08-01,Esporte,Tênis de Corrida,3,187.83,563.49
2063,2025-08-01,Casa e Decoração,Almofada,5,147.59,737.95
1573,2025-08-01,Esporte,Luvas,2,59.68,119.36
1188,2025-08-01,Casa e Decoração,Vaso,1,155.76,155.76
1219,2025-08-01,Moda,Calça Jeans,2,397.53,795.06
1381,2025-08-02,Beleza,Perfume,4,446.72,1786.88
1476,2025-08-02,Beleza,Creme Facial,4,136.57,546.28
1639,2025-08-02,Casa e Decoração,Vaso,1,294.34,294.34
1158,2025-08-02,Beleza,Creme Facial,5,202.58,1012.9
